delta_0;theta_0;alpha_0;beta_0;gamma_0;delta_1;theta_1;alpha_1;beta_1;gamma_1;delta_2;theta_2;alpha_2;beta_2;gamma_2;delta_3;theta_3;alpha_3;beta_3;gamma_3;delta_4;theta_4;alpha_4;beta_4;gamma_4;delta_5;theta_5;alpha_5;beta_5;gamma_5;delta_6;theta_6;alpha_6;beta_6;gamma_6;delta_7;theta_7;alpha_7;beta_7;gamma_7;delta_8;theta_8;alpha_8;beta_8;gamma_8;delta_9;theta_9;alpha_9;beta_9;gamma_9;delta_10;theta_10;alpha_10;beta_10;gamma_10;delta_11;theta_11;alpha_11;beta_11;gamma_11;delta_12;theta_12;alpha_12;beta_12;gamma_12;delta_13;theta_13;alpha_13;beta_13;gamma_13;delta_14;theta_14;alpha_14;beta_14;gamma_14;delta_15;theta_15;alpha_15;beta_15;gamma_15;ACTION
0.02288851;0.2612071;0.24561687;0.45791534;0.1494261;0.025358872;0.20810495;0.20724237;0.36952165;0.088565975;0.02186599;0.16600727;0.16834122;0.44799194;0.15432437;0.017737856;0.17935501;0.17989272;0.40431824;0.1468151;0.022700982;0.21463415;0.1875841;0.32468104;0.12757209;0.024475304;0.25019357;0.29068658;0.39369634;0.11001916;0.02809745;0.23522224;0.24247175;0.46508294;0.31173447;0.018387599;0.24324234;0.29684934;0.40050772;0.15577544;0.06595865;0.33789277;0.23441531;0.40265372;0.1617979;0.0286582;0.2177475;0.29681885;0.31273434;0.10085737;0.046558816;0.25034365;0.18487829;0.37714753;0.12585787;0.04718984;0.3119849;0.2756336;0.3822641;0.12598538;0.0315161;0.24927446;0.18705598;0.38766858;0.1519458;0.01778076;0.20933628;0.16658594;0.33995384;0.1133564;0.04050556;0.35199487;0.23958763;1.3487563;1.6192424;0.2744522;3.3073268;1.7267774;1.3963745;0.78803337;1000
0.022543002;0.25565118;0.24472913;0.46218863;0.1493285;0.025137044;0.20285238;0.2052566;0.3715555;0.08830536;0.022007069;0.16338404;0.16890413;0.45227695;0.15413569;0.018207515;0.1796166;0.18038473;0.407941;0.14667843;0.022110293;0.21059485;0.18314101;0.32890368;0.12634926;0.02403598;0.2447703;0.2810357;0.39817125;0.10893424;0.028608382;0.23065737;0.23687878;0.47290808;0.31259388;0.018467385;0.2374632;0.28849643;0.40583563;0.15524149;0.06474071;0.3291218;0.22783822;0.4054429;0.16158888;0.029482104;0.21438634;0.2946787;0.31438044;0.10024591;0.046070576;0.24509016;0.18114711;0.37955478;0.12519428;0.04749416;0.30739006;0.27265266;0.38281596;0.1256614;0.031800874;0.24426337;0.18334252;0.38804826;0.15123264;0.018135462;0.20825471;0.1659603;0.34219548;0.11248478;0.04084584;0.33567333;0.23151015;1.3605316;1.6313026;0.27896497;3.3692842;1.7561693;1.3934147;0.79253405;1000
0.02216058;0.2493705;0.2430341;0.46604952;0.1499443;0.024816528;0.19731921;0.20270291;0.37304467;0.08847479;0.022012766;0.16069075;0.16986054;0.4562769;0.15464902;0.018749932;0.17999628;0.18105738;0.41143793;0.14676093;0.021427978;0.20695628;0.17888437;0.33306685;0.125715;0.023440905;0.23919833;0.27270946;0.4020867;0.10847687;0.028886052;0.22601831;0.23178625;0.48049235;0.31375286;0.018552478;0.23144574;0.28082004;0.4111792;0.15519749;0.06328617;0.3189742;0.22111024;0.40797237;0.16161188;0.030183129;0.21133691;0.2912796;0.315901;0.09998091;0.04536753;0.23935792;0.17747179;0.3818093;0.12471279;0.04768313;0.30191544;0.26867273;0.38277158;0.12602207;0.031884465;0.23902938;0.17959681;0.38859108;0.15081671;0.018424014;0.20674005;0.16550936;0.34375256;0.11229328;0.04118814;0.31878623;0.22385523;1.3732108;1.6440316;0.2819693;3.4377403;1.7836478;1.3867784;0.79798543;1000
0.021752758;0.24247572;0.2405647;0.46932295;0.15112713;0.024383785;0.19171596;0.19974485;0.37358454;0.08907941;0.021918494;0.15874688;0.17115173;0.4596931;0.15563926;0.01933395;0.1803393;0.18192086;0.4145944;0.14703003;0.02064297;0.20465213;0.17488673;0.33682156;0.1255302;0.022724513;0.23393768;0.26522896;0.40495318;0.10848244;0.028905012;0.22206528;0.22683012;0.48721716;0.3155232;0.018595863;0.22545998;0.27372807;0.41620252;0.15551583;0.06156319;0.3077858;0.21440007;0.4100002;0.16206512;0.030702172;0.20854056;0.2867279;0.3170074;0.10029015;0.044422455;0.23342535;0.17389536;0.38366693;0.12459612;0.04771203;0.29556337;0.2636883;0.3818299;0.12675601;0.03174614;0.23376702;0.17587166;0.38915083;0.15089995;0.018678876;0.20487274;0.16536193;0.34447396;0.11261838;0.04150991;0.30187458;0.216723;1.3863838;1.6569128;0.28341573;3.5137124;1.8092998;1.3769674;0.80374324;1000
0.021311523;0.23515192;0.2373059;0.47149664;0.15276505;0.02386945;0.18629432;0.19638936;0.37319323;0.089987844;0.02170489;0.15869144;0.17269698;0.46193337;0.15702417;0.01994786;0.18081853;0.18300346;0.41738945;0.14794087;0.019761318;0.20337799;0.17117244;0.3402041;0.1256869;0.021890936;0.22932415;0.25842896;0.40686965;0.10885832;0.028703753;0.2191372;0.22210342;0.49335906;0.31744558;0.018586995;0.21976936;0.26712602;0.42084134;0.15610377;0.059569336;0.2959798;0.20789997;0.411593;0.16297688;0.031105185;0.20618881;0.28105396;0.31784773;0.10112375;0.043249317;0.22775294;0.17043425;0.38506055;0.12497777;0.047579654;0.28838754;0.25787187;0.38002017;0.1276628;0.031419136;0.22884233;0.17217684;0.38978353;0.15152186;0.01888396;0.20314261;0.16557427;0.34425423;0.11326253;0.04176678;0.28589463;0.21003653;1.399441;1.6699038;0.28375596;3.6016264;1.8333422;1.3625928;0.80996925;1000
0.020786867;0.22715597;0.23354486;0.47229782;0.15474883;0.023220547;0.18124667;0.19271132;0.37143114;0.09116783;0.021340504;0.16013548;0.17461179;0.4632191;0.15869002;0.020507859;0.18215758;0.18409057;0.41994116;0.14935501;0.01877452;0.20284401;0.1678271;0.34315136;0.12608227;0.020954495;0.2257822;0.25238806;0.40827724;0.10957662;0.02826806;0.21670331;0.21829152;0.49835894;0.31936684;0.018517159;0.21477988;0.26085255;0.42535153;0.1568906;0.05724281;0.28396896;0.20176949;0.41291147;0.164254;0.031369757;0.20462687;0.27436402;0.31863204;0.10220097;0.04177073;0.22272089;0.1671291;0.38607252;0.1257835;0.047219057;0.28056058;0.2515055;0.37675044;0.12875508;0.030872297;0.22464125;0.16853635;0.3907424;0.15258;0.018974906;0.20260456;0.16642693;0.34299737;0.11419713;0.041989774;0.27170122;0.20399451;1.4124721;1.6827147;0.28227025;3.7062354;1.856268;1.3452454;0.8162998;1000
0.020172432;0.22002956;0.22932959;0.47248763;0.15700871;0.022500698;0.17714821;0.1887374;0.36950776;0.09251786;0.02083289;0.16264431;0.17677338;0.4645024;0.16055156;0.021032078;0.1848289;0.18495843;0.42236334;0.15114085;0.017777754;0.20290014;0.16471224;0.34609807;0.12661327;0.019968495;0.22331586;0.24671951;0.4101626;0.11055356;0.027643062;0.21461761;0.2152198;0.5029324;0.3211553;0.018357906;0.21043661;0.254612;0.4303618;0.15782285;0.054656442;0.27261007;0.19593623;0.41401637;0.16571644;0.03148821;0.2043294;0.26666158;0.3195154;0.103474885;0.04005356;0.21849781;0.16386998;0.38680962;0.12683758;0.046615563;0.2722478;0.24464087;0.3733871;0.13000235;0.030199468;0.2214418;0.16482037;0.39205047;0.15378882;0.01896171;0.20299378;0.16777106;0.3416313;0.115338154;0.042112485;0.25911704;0.19845304;1.4250345;1.6950547;0.27972126;3.824605;1.8826263;1.3270059;0.8224413;1000
0.019381726;0.21349128;0.22446434;0.4738982;0.15952598;0.021580685;0.17397419;0.18448445;0.36795306;0.094032966;0.020171478;0.16624658;0.17898199;0.467039;0.16266608;0.021483086;0.18932875;0.18546775;0.424744;0.15318233;0.01665088;0.20353302;0.1617375;0.34881613;0.12732518;0.018914692;0.22176178;0.24145842;0.41183412;0.11183846;0.026825728;0.21268654;0.21238372;0.5065016;0.32279417;0.018073937;0.20666084;0.24826704;0.43567324;0.15899932;0.05176062;0.261824;0.19015841;0.41467515;0.16731322;0.031383615;0.20568606;0.25806546;0.32006836;0.10493912;0.038070504;0.21497284;0.16056716;0.3872689;0.12806687;0.04570577;0.26401883;0.237325;0.3706543;0.13135909;0.029333543;0.21919443;0.16100763;0.39333376;0.15513805;0.018785408;0.20393653;0.16946852;0.3400974;0.11672453;0.042017106;0.24765997;0.19284625;1.4369617;1.7071117;0.27495855;3.952971;1.9106545;1.3102163;0.8285736;1000
0.01849327;0.20708291;0.219422;0.4750339;0.16229334;0.020520758;0.17152235;0.18005864;0.36608067;0.09573322;0.01931661;0.1708667;0.18125883;0.46914396;0.16501132;0.02177129;0.19525367;0.1855897;0.42686784;0.15543596;0.015381028;0.20473494;0.15890434;0.35099167;0.12830475;0.017724674;0.22104475;0.23629688;0.41265702;0.11340537;0.025778528;0.21081536;0.20944075;0.5091936;0.3243599;0.017618876;0.20333008;0.24168327;0.44063252;0.16043594;0.048722677;0.25160757;0.18444268;0.41469666;0.16903554;0.031060677;0.20876423;0.2486325;0.32026264;0.106599465;0.03590963;0.21200621;0.1572701;0.3871549;0.12944704;0.044553716;0.25581682;0.22965159;0.3679314;0.1328631;0.028399695;0.21777387;0.15712777;0.39424595;0.15663666;0.018455923;0.2051922;0.17142557;0.33804005;0.11833263;0.041751727;0.23713042;0.18751487;1.4475486;1.718729;0.2677573;4.082945;1.9440509;1.3000742;0.83463275;1000
0.017644046;0.20066538;0.2139664;0.47536713;0.16528282;0.019532844;0.16956647;0.17541514;0.36373833;0.09761547;0.018415224;0.1761512;0.18307963;0.47063234;0.1675299;0.022169312;0.20198251;0.18509506;0.42855033;0.15784547;0.014210566;0.20632596;0.15586224;0.3524252;0.12954558;0.01666954;0.22091489;0.23111352;0.41268668;0.11527167;0.024631422;0.20892063;0.20625147;0.5107057;0.32594067;0.017134445;0.20029323;0.2348254;0.44526845;0.16216631;0.046005774;0.24187498;0.17871648;0.4141051;0.17073849;0.030886149;0.21325277;0.23860171;0.32018647;0.108337894;0.034044262;0.20943531;0.15394115;0.3864109;0.13082682;0.04322848;0.24756137;0.22175643;0.36516848;0.13445109;0.027609535;0.21696596;0.1531213;0.39476654;0.15810978;0.018072167;0.20657615;0.17348586;0.33569598;0.120058045;0.041308675;0.22736791;0.18221419;1.456612;1.7296594;0.2601003;4.216122;1.9803764;1.2914888;0.84033203;1000
0.01688193;0.19419003;0.2086862;0.47441864;0.16848835;0.018691294;0.16797832;0.17081666;0.36071223;0.09969151;0.017491095;0.18196626;0.18464361;0.4711989;0.17027329;0.02275752;0.20927982;0.18403774;0.42946887;0.160409;0.0131327305;0.20824517;0.15421127;0.35308266;0.13109748;0.01593936;0.2212367;0.22576697;0.41201034;0.11748294;0.023478176;0.20701787;0.20271572;0.5111571;0.32762173;0.0165744;0.19745862;0.22774532;0.44933775;0.16421404;0.0437463;0.23265317;0.17321803;0.4128221;0.17254989;0.031032514;0.21894178;0.2284141;0.31963563;0.11033537;0.03262458;0.20719153;0.15087347;0.38509083;0.13241623;0.041740187;0.23918827;0.21396828;0.36198533;0.13628161;0.026988225;0.21668202;0.14913496;0.3950341;0.15967643;0.017672217;0.20794082;0.17578864;0.33290437;0.12218952;0.040696483;0.21831013;0.17714888;1.4643046;1.7395307;0.2513134;4.3473344;2.018972;1.2828678;0.8456552;1000
0.016132655;0.18770093;0.2036128;0.47220844;0.17191608;0.017867912;0.16670525;0.1663379;0.35662723;0.10194035;0.016408429;0.18811755;0.18574965;0.47072282;0.17323759;0.023554161;0.21692431;0.18241635;0.42941198;0.16311969;0.0120263975;0.21043685;0.15385906;0.35289988;0.13288368;0.015336413;0.2219562;0.220182;0.4103816;0.11994761;0.022825064;0.20506239;0.1989183;0.5105371;0.32941204;0.015862688;0.19481252;0.22042722;0.45265582;0.16645618;0.041664228;0.22411782;0.16783044;0.41056338;0.17450517;0.03129635;0.22558878;0.21833766;0.31842092;0.11253716;0.03134805;0.20524509;0.14815295;0.3830305;0.13420548;0.039784364;0.23056342;0.20627706;0.35814843;0.1383069;0.02643509;0.21687274;0.14516407;0.39468494;0.16144234;0.017173246;0.20917079;0.17816871;0.3294726;0.12459586;0.039855815;0.20995629;0.17207776;1.4702574;1.7490627;0.24246126;4.4770203;2.057915;1.275023;0.8508731;1000
0.0155658275;0.18115097;0.19927132;0.46877038;0.17560981;0.01727564;0.16570769;0.16224343;0.35186827;0.104426116;0.015426114;0.19442216;0.1864788;0.4690255;0.17652482;0.024375398;0.22475404;0.18031424;0.42828447;0.16609481;0.01112108;0.21282995;0.15410075;0.35173166;0.13507287;0.014978742;0.22300217;0.21435317;0.40785065;0.12282329;0.022557486;0.2030326;0.19487876;0.50913507;0.33130264;0.015092735;0.19225058;0.21277404;0.45503014;0.16915432;0.039800495;0.21622604;0.16296047;0.4076406;0.17653711;0.031609744;0.23301029;0.20881048;0.3166551;0.114888474;0.030238654;0.20350592;0.14577773;0.38041195;0.136163;0.03819251;0.22234961;0.19906017;0.35385385;0.14043428;0.0260088;0.21744968;0.14139798;0.39383352;0.1633701;0.016781164;0.21012202;0.18084662;0.32563028;0.1272516;0.038999647;0.2024728;0.16739768;1.4739894;1.7575768;0.23351243;4.602943;2.0967932;1.2669098;0.85585034;1000
0.015167749;0.174645;0.19560273;0.46404275;0.17952394;0.01689374;0.16496174;0.15841761;0.3464868;0.10714956;0.014683286;0.20071186;0.18669274;0.46646824;0.18010128;0.02515047;0.23262638;0.17768832;0.42609087;0.16929746;0.010445371;0.21534547;0.15445577;0.34968233;0.13769746;0.014708199;0.22438693;0.20830686;0.4045513;0.12609476;0.022386568;0.20099306;0.19045375;0.5069509;0.33335295;0.014643838;0.18974794;0.20474924;0.45641765;0.17231987;0.0380277;0.2094212;0.15829355;0.40379494;0.1786276;0.03189182;0.24098821;0.19985056;0.314282;0.11741254;0.029198704;0.20203543;0.14358369;0.37709174;0.13823262;0.037061676;0.21481922;0.19224483;0.34893128;0.14274977;0.025621697;0.21836714;0.13770062;0.39260456;0.1654217;0.016503358;0.2106635;0.18363288;0.32128465;0.1301694;0.038142223;0.19588795;0.16307499;1.4755749;1.7649115;0.22488724;4.7234793;2.1361213;1.2581694;0.86035335;1000
0.014869496;0.1682677;0.19279513;0.45803487;0.18369403;0.016643688;0.16438042;0.15491167;0.34073448;0.11017038;0.014196659;0.20688212;0.18668842;0.4625239;0.18404356;0.025871312;0.24042314;0.17482458;0.4229834;0.1727794;0.010020465;0.21787977;0.15484451;0.3466686;0.1408174;0.014517313;0.22600482;0.20245416;0.4001428;0.129789;0.022264842;0.19890594;0.18577789;0.504428;0.3356824;0.014494489;0.18725747;0.19678609;0.45632255;0.17604192;0.03628312;0.20366858;0.15388668;0.39938068;0.18082209;0.032139443;0.24937652;0.19156303;0.31141615;0.12012038;0.02817499;0.20073901;0.14161885;0.3729588;0.14043275;0.03604334;0.20803273;0.18624303;0.3437235;0.14522772;0.025263852;0.21949777;0.13415352;0.3907737;0.16767137;0.016293025;0.2107073;0.18653844;0.316718;0.13333772;0.037313942;0.19019681;0.15925412;1.4749322;1.771234;0.2156488;4.8369665;2.1754034;1.2488323;0.86452615;1000
0.014690899;0.1620822;0.19047447;0.4508536;0.18811397;0.016534775;0.16389397;0.15162948;0.33444464;0.11353255;0.013955977;0.21268742;0.18603502;0.45758486;0.18833198;0.02650488;0.2479166;0.17155093;0.41890243;0.17656764;0.009829348;0.22023089;0.15510598;0.3427578;0.14452207;0.0144311255;0.22767684;0.19667101;0.3946732;0.13389863;0.022166178;0.19665574;0.18106332;0.50134045;0.33839542;0.014407222;0.18464601;0.18892972;0.454743;0.18035011;0.03465423;0.19908902;0.15018974;0.39419186;0.18307284;0.03233095;0.25796375;0.18387252;0.30811322;0.12299519;0.027238144;0.19955248;0.13974652;0.36805457;0.14275424;0.035048977;0.20161246;0.18125911;0.33796906;0.14791676;0.024930378;0.22068396;0.13074136;0.38832185;0.17004651;0.016143655;0.21008281;0.18946029;0.3118879;0.1367691;0.03640844;0.1852987;0.156878;1.4714533;1.7761692;0.20686652;4.9417796;2.211318;1.2393281;0.86821705;1000
0.014619038;0.155979;0.18857385;0.4426845;0.19267282;0.016593486;0.16338529;0.14853467;0.32760152;0.11712757;0.01390363;0.21793638;0.18490446;0.45135936;0.19286236;0.027053662;0.254913;0.1680179;0.41378182;0.1805077;0.009927106;0.22228703;0.15505391;0.33801344;0.14859568;0.014551257;0.22930087;0.19098514;0.38801274;0.1382976;0.022215381;0.19429162;0.1764607;0.49763033;0.3413728;0.014492279;0.18195234;0.18155774;0.45154133;0.18510596;0.03319644;0.1956551;0.14721075;0.3883685;0.18549524;0.03253295;0.2665322;0.17665018;0.3045113;0.12604311;0.026456114;0.19843906;0.13784042;0.36223137;0.14523998;0.034158345;0.19536032;0.1768473;0.33199453;0.15075989;0.024688996;0.22182928;0.12740351;0.38504434;0.17269333;0.016090252;0.20872688;0.1922901;0.3068312;0.14038253;0.035535697;0.18129018;0.15532115;1.4650899;1.7800465;0.19856529;5.036486;2.2416575;1.2290362;0.87181234;1000
0.01474706;0.14996098;0.18686906;0.43365544;0.19749908;0.016813898;0.16274118;0.14571023;0.3204425;0.121086836;0.013974504;0.22255379;0.1832236;0.44397292;0.1978022;0.027496504;0.26128784;0.16430444;0.40793028;0.18479164;0.010260059;0.22386232;0.15478332;0.33268258;0.15326074;0.01484178;0.23072009;0.18563871;0.38043913;0.14310561;0.022372775;0.1917318;0.17220108;0.49346697;0.34470096;0.014651921;0.17899482;0.17450725;0.44672105;0.19049434;0.031992525;0.19306001;0.1447445;0.38173062;0.18818538;0.032715205;0.27497488;0.1699596;0.300605;0.12933542;0.02585855;0.19725925;0.13601089;0.35563767;0.14799066;0.03339664;0.18919373;0.17288809;0.32610476;0.15379286;0.024539825;0.22276254;0.124268435;0.38107488;0.17574158;0.016091548;0.20654278;0.19495831;0.30164316;0.14421338;0.0347591;0.17786755;0.1544162;1.4554617;1.7828182;0.19008341;5.12046;2.265178;1.2172244;0.87527716;1000
0.014988996;0.14429653;0.18530704;0.42365715;0.20255373;0.017172266;0.1619592;0.14310732;0.3129218;0.12538964;0.014182348;0.22645804;0.181277;0.43535116;0.20303933;0.027843654;0.26693416;0.1607982;0.4012125;0.18929896;0.01078189;0.22490735;0.15424861;0.3267912;0.15847063;0.015285525;0.23189841;0.18077336;0.37195855;0.14818566;0.02263829;0.18899257;0.16825856;0.48880348;0.34834287;0.014864757;0.17589593;0.16796082;0.4400454;0.19625169;0.030972548;0.19129954;0.14244327;0.37398434;0.1909494;0.03288919;0.283131;0.16375165;0.29625866;0.13274215;0.02544576;0.19593617;0.13415398;0.34807542;0.15087497;0.03274666;0.18312232;0.16917637;0.32005233;0.15691876;0.024486944;0.22335653;0.121251956;0.37619954;0.17893049;0.01613343;0.20349805;0.19733807;0.29621074;0.14819981;0.03407278;0.1750945;0.15368858;1.4424272;1.784046;0.1827816;5.189114;2.2826128;1.2040484;0.8782476;1000
0.015439332;0.13872063;0.18366423;0.41256353;0.20765239;0.017750973;0.16069657;0.14067313;0.30506214;0.1298982;0.014611765;0.22926734;0.17879684;0.42547852;0.20845345;0.02817372;0.27152663;0.15761979;0.39370316;0.19390677;0.011526641;0.22508228;0.15339667;0.32029265;0.16413796;0.015955728;0.2326461;0.17648898;0.36265305;0.15341002;0.023181215;0.18579464;0.16459703;0.48362765;0.35225785;0.015228385;0.17222348;0.16176847;0.43155634;0.20231481;0.030238181;0.18998642;0.14025918;0.36524406;0.19390519;0.03308244;0.29084083;0.15805161;0.29158145;0.13631985;0.025310608;0.19417408;0.13232498;0.33991674;0.15395954;0.032460324;0.1768555;0.16570124;0.31347442;0.16020995;0.024592297;0.22342135;0.118429616;0.37059346;0.1824133;0.016246691;0.19940136;0.19930454;0.29021338;0.15232034;0.033609733;0.17276855;0.15314059;1.4269869;1.7840127;0.1761677;5.243581;2.2911596;1.1904454;0.8809253;1000
0.01606176;0.13386136;0.18206984;0.40122524;0.21289533;0.018506663;0.1593842;0.13832964;0.2974833;0.13463333;0.015252066;0.23123498;0.17591758;0.41456977;0.21408358;0.028510284;0.27526474;0.15501636;0.38535368;0.19872166;0.012460298;0.22464511;0.15223604;0.31333756;0.17018828;0.016887285;0.23322646;0.17265798;0.35229698;0.1587898;0.023887858;0.18275236;0.16118638;0.4781742;0.35634702;0.015732689;0.16864641;0.15600485;0.4212098;0.20853725;0.029943764;0.18971714;0.1382124;0.35588178;0.19701876;0.0333737;0.29805982;0.15260258;0.28640556;0.1400521;0.025533628;0.19244352;0.13045022;0.3312044;0.15720429;0.0325453;0.17100225;0.16260663;0.3072202;0.16363057;0.02490453;0.2232578;0.11566567;0.36429057;0.1861256;0.01647681;0.19459146;0.20075385;0.2838442;0.15656121;0.033277597;0.17111526;0.15271348;1.4090883;1.7826779;0.17043653;5.2838316;2.2871382;1.175161;0.8832457;1000
0.01682602;0.12980613;0.18060905;0.38972166;0.21808833;0.01941106;0.15766297;0.13648894;0.29025152;0.13946857;0.01602482;0.23193984;0.1728543;0.40281013;0.21976236;0.028749883;0.27776495;0.15321776;0.376261;0.20357779;0.013586197;0.22338782;0.15098101;0.30628493;0.17641445;0.017984712;0.23380488;0.16959377;0.3413601;0.16414055;0.02476052;0.18009314;0.15823351;0.47292748;0.36053458;0.016312292;0.16580047;0.15091413;0.4093508;0.21473832;0.029873094;0.19012278;0.13647625;0.3458677;0.20019901;0.033683892;0.30443054;0.14772186;0.2810969;0.14388466;0.025922725;0.19022712;0.12873963;0.32195416;0.16052361;0.03290002;0.16500662;0.16015887;0.30130744;0.16718374;0.02529177;0.22268237;0.11317406;0.35742798;0.18997127;0.016751967;0.18893883;0.20173378;0.27766317;0.16087356;0.033125114;0.17004906;0.15262577;1.3885764;1.7798569;0.16451325;5.3208466;2.2701592;1.1577139;0.8851403;1000
0.017805554;0.12644807;0.17923121;0.37815443;0.2231477;0.02051581;0.15592636;0.13519956;0.28341162;0.14428762;0.017006107;0.23187804;0.17075674;0.39069968;0.225375;0.029057046;0.27963406;0.15259765;0.3670162;0.20839597;0.014925157;0.22149825;0.14960943;0.2993366;0.18264304;0.019363154;0.23451371;0.16771767;0.3301722;0.16931027;0.025967095;0.17797947;0.15569022;0.46811706;0.36466047;0.017063692;0.16334945;0.14725234;0.39633635;0.22068599;0.03045462;0.19118801;0.13504484;0.33546588;0.20333485;0.034143075;0.31005168;0.14368373;0.27566722;0.14764579;0.0267796;0.18744586;0.12728585;0.3124109;0.16378298;0.033639554;0.16004612;0.15854031;0.29574513;0.17060238;0.025959736;0.2225042;0.11105808;0.35033283;0.1938546;0.017190812;0.18262516;0.20230445;0.27174014;0.16503154;0.033235636;0.16948773;0.1527671;1.3657154;1.7755612;0.15951315;5.3478904;2.2418656;1.141087;0.88647413;1000
