delta_0;theta_0;alpha_0;beta_0;gamma_0;delta_1;theta_1;alpha_1;beta_1;gamma_1;delta_2;theta_2;alpha_2;beta_2;gamma_2;delta_3;theta_3;alpha_3;beta_3;gamma_3;delta_4;theta_4;alpha_4;beta_4;gamma_4;delta_5;theta_5;alpha_5;beta_5;gamma_5;delta_6;theta_6;alpha_6;beta_6;gamma_6;delta_7;theta_7;alpha_7;beta_7;gamma_7;delta_8;theta_8;alpha_8;beta_8;gamma_8;delta_9;theta_9;alpha_9;beta_9;gamma_9;delta_10;theta_10;alpha_10;beta_10;gamma_10;delta_11;theta_11;alpha_11;beta_11;gamma_11;delta_12;theta_12;alpha_12;beta_12;gamma_12;delta_13;theta_13;alpha_13;beta_13;gamma_13;delta_14;theta_14;alpha_14;beta_14;gamma_14;delta_15;theta_15;alpha_15;beta_15;gamma_15;ACTION
0.050535;0.13142969;0.29952002;0.4526895;0.15778036;0.05026801;0.14082015;0.24824014;0.3150886;0.10006032;0.04407209;0.14766783;0.25242198;0.4550459;0.15614128;0.05842245;0.16307749;0.24444227;0.39719146;0.1383074;0.036928978;0.1167222;0.2789949;0.33556938;0.113340594;0.03903127;0.12615815;0.23009232;0.3265255;0.11210543;0.048136126;0.13156377;0.27230936;0.4279613;0.2690672;0.050434057;0.12674928;0.25118884;0.3885012;0.1561859;0.034809276;0.1303384;0.29145902;0.37676403;0.14343706;0.047664903;0.18076316;0.18362749;0.30966425;0.10041182;0.033732656;0.10529141;0.26336226;0.34550717;0.1179073;0.056773383;0.116346575;0.32413995;0.33606836;0.12303288;0.03757248;0.11815984;0.2194197;0.44301933;0.13703142;0.05056902;0.13615519;0.2719403;0.31106785;0.11208223;0.06084003;0.15360962;0.22174262;1.4864793;1.3983716;0.11859676;2.536924;1.3655986;1.2680337;0.6814704;1000
0.050026193;0.1298902;0.30490497;0.45364076;0.15836279;0.04980147;0.14012396;0.2534378;0.32072312;0.101204164;0.043635175;0.1470983;0.2549754;0.45473522;0.15703762;0.05763898;0.1649546;0.24798971;0.40069598;0.13930838;0.036258258;0.117531024;0.28111383;0.3403681;0.11438767;0.038205348;0.12603825;0.23289046;0.3320155;0.11342282;0.047887463;0.12744206;0.2778598;0.42922965;0.2702809;0.050259717;0.1275584;0.25542036;0.39370963;0.158108;0.03364033;0.12971804;0.29815394;0.378445;0.1439941;0.047387294;0.18083675;0.18461649;0.31354582;0.100919016;0.032506987;0.104667425;0.26767656;0.34791243;0.118398234;0.055331662;0.11576836;0.32883978;0.33843675;0.12356755;0.036673374;0.11609357;0.22197811;0.44779098;0.13740095;0.050207846;0.13546403;0.27518928;0.31464285;0.11322475;0.05824308;0.15510409;0.22446379;1.4693607;1.3937452;0.11374117;2.4922168;1.3346655;1.2666624;0.68017703;1000
0.049482387;0.12841931;0.3100136;0.45321614;0.15888481;0.049298313;0.13958727;0.25851113;0.32519037;0.10228043;0.043413028;0.14679325;0.25729355;0.4533057;0.15795663;0.056936946;0.16705912;0.25087222;0.40262958;0.14032362;0.03560711;0.11861594;0.28310984;0.34406134;0.11539779;0.03742259;0.12635696;0.2355989;0.3365101;0.114694886;0.04758475;0.1236169;0.28330576;0.4298936;0.27171564;0.050267573;0.12867534;0.25938472;0.397474;0.15995511;0.032509815;0.1291738;0.3046717;0.3789256;0.1445793;0.047335036;0.18074828;0.18558651;0.31617746;0.10148497;0.0313657;0.10423857;0.2717752;0.34911057;0.11892066;0.053998522;0.11580917;0.3333395;0.3396512;0.12409527;0.035921305;0.11430996;0.22448863;0.45091385;0.13777463;0.050075516;0.13503489;0.27819952;0.317329;0.11441063;0.05548226;0.15726657;0.22793412;1.451318;1.3895063;0.108377114;2.436692;1.3042217;1.2627962;0.67888004;1000
0.048967678;0.12714647;0.31467447;0.451579;0.15950245;0.048866786;0.13906744;0.26331234;0.32863265;0.103383675;0.04348657;0.14682604;0.2592201;0.45102212;0.15902284;0.05638498;0.1694116;0.2529079;0.40320015;0.14142306;0.0351222;0.11972249;0.2848188;0.34687686;0.1165026;0.036810547;0.12722021;0.23807423;0.34004465;0.11604647;0.047324896;0.12064264;0.28857115;0.43000123;0.2734426;0.050502554;0.13026105;0.26294804;0.3998926;0.16182117;0.03149197;0.12870678;0.31085578;0.3782684;0.14523593;0.047537576;0.18028581;0.18646537;0.31765836;0.10213869;0.03039752;0.10379684;0.27549556;0.34915388;0.11951929;0.05285732;0.11633429;0.3376171;0.33981863;0.12466786;0.03546927;0.11267799;0.22682318;0.45243618;0.13821071;0.050199226;0.13454401;0.28084832;0.31925493;0.11565344;0.052731644;0.16021182;0.23178788;1.4322164;1.3854433;0.10324408;2.368073;1.2706445;1.2550161;0.67779726;1000
0.048418164;0.12616026;0.31890875;0.44849205;0.16019337;0.048442546;0.1383869;0.26778507;0.3307405;0.10452107;0.043772962;0.14824274;0.26074234;0.44781792;0.16019917;0.0559573;0.1720949;0.25411236;0.40221626;0.14265233;0.034756858;0.121907674;0.2862508;0.3485128;0.11770487;0.036299057;0.12875782;0.24030255;0.34241518;0.11751202;0.047075782;0.11974087;0.29357007;0.42922142;0.27536568;0.050863847;0.1324429;0.26615655;0.40087253;0.163779;0.030463371;0.12831038;0.3166808;0.37630937;0.1460273;0.047891043;0.17954569;0.18724541;0.3177958;0.10291056;0.029452682;0.10336853;0.27882594;0.34792823;0.120249614;0.051835336;0.117161684;0.34161922;0.33848464;0.12529331;0.035159428;0.111500025;0.22898546;0.45224336;0.1387726;0.05049563;0.13571376;0.28306842;0.32020912;0.11693649;0.04981651;0.16373208;0.2360784;1.4122845;1.381891;0.097282685;2.2900517;1.2372309;1.2441764;0.6770175;1000
0.047929797;0.12514417;0.32277787;0.44430602;0.16089001;0.048196927;0.13751735;0.27185872;0.33176646;0.10563753;0.044292573;0.15089515;0.26176605;0.44398052;0.16141021;0.05573285;0.1753952;0.2543873;0.39983174;0.14394315;0.03457762;0.12551405;0.28745466;0.34906194;0.11895105;0.035968907;0.13117138;0.24221787;0.3434634;0.119044945;0.04691213;0.12024142;0.2982545;0.4277221;0.27751455;0.051353358;0.13534869;0.26887503;0.40053678;0.16576253;0.029451214;0.12791786;0.32212543;0.37326318;0.1468396;0.048411526;0.17824338;0.1877762;0.31672645;0.10378392;0.028606277;0.10287988;0.28172296;0.34564814;0.121027246;0.051231705;0.118480936;0.3455023;0.33618754;0.12598684;0.03510136;0.111323655;0.23087087;0.45056838;0.13941552;0.050975785;0.1380229;0.28481904;0.32041678;0.1182293;0.046868477;0.16795385;0.24095672;1.3917509;1.3782858;0.09062115;2.2038755;1.2047498;1.2303548;0.67587185;1000
0.047520675;0.12416505;0.32631284;0.43876615;0.16158812;0.048091188;0.13644183;0.2753911;0.33142388;0.10681717;0.044986285;0.15404181;0.26218876;0.4386954;0.1627824;0.055481777;0.17907569;0.2535347;0.39560488;0.1454444;0.034624647;0.12949362;0.2882912;0.3479921;0.12042285;0.03579138;0.13395695;0.24358477;0.34306186;0.12071578;0.046815105;0.12134517;0.30232546;0.42507166;0.2798206;0.05191319;0.13852645;0.27081466;0.398822;0.16792943;0.028718151;0.12782827;0.3270901;0.368815;0.14790267;0.048945647;0.17760625;0.18789797;0.3140503;0.10480649;0.027968109;0.10269377;0.28405517;0.3419323;0.12200742;0.05089151;0.120058924;0.3492925;0.3324291;0.12673171;0.035158895;0.111838974;0.23234437;0.4469917;0.14029853;0.051624954;0.14072563;0.28599414;0.31908652;0.11952562;0.0443425;0.17265308;0.24650359;1.3699595;1.3751887;0.0843998;2.1112792;1.1733794;1.2125134;0.6749838;1000
0.047286343;0.12270425;0.3294248;0.43252274;0.16250412;0.04841639;0.13507189;0.2782626;0.33018285;0.10814422;0.04594752;0.15770651;0.26202142;0.43251255;0.16438597;0.055424042;0.1833405;0.25174177;0.3902784;0.14729804;0.035101674;0.13394345;0.2886604;0.34558988;0.12208494;0.035965953;0.13728692;0.24436145;0.34161153;0.12253832;0.04672486;0.12317353;0.3056675;0.4216268;0.28234163;0.052504193;0.14215846;0.27199194;0.39615825;0.17028658;0.028089743;0.12811844;0.3314576;0.36358598;0.14910842;0.049572375;0.1783241;0.1875671;0.31043738;0.10600956;0.02758739;0.10381386;0.28571975;0.33741257;0.12309704;0.05064019;0.12197116;0.35281375;0.32777599;0.12761086;0.03555199;0.11308719;0.2332949;0.44218862;0.1413501;0.052428618;0.14379069;0.28651464;0.31685477;0.120936014;0.04191398;0.17805474;0.2524145;1.3486744;1.3722556;0.078991726;2.0175729;1.1472238;1.1922907;0.67413867;1000
0.04719898;0.1227592;0.33215445;0.42565724;0.16359986;0.049105797;0.13345093;0.28042966;0.3283204;0.1097476;0.04709712;0.16168816;0.2613521;0.42610812;0.16618642;0.055495232;0.18803348;0.24905682;0.3844057;0.14939673;0.035827648;0.1387285;0.28856415;0.34227377;0.123849176;0.036381982;0.14099452;0.2445812;0.33949465;0.12450179;0.046606153;0.12555136;0.30823183;0.41786048;0.28479493;0.053083092;0.14610635;0.27244464;0.39311638;0.17279314;0.02753738;0.12888657;0.33515722;0.3579406;0.15045814;0.05022975;0.17936455;0.18674178;0.30641174;0.10729845;0.027359357;0.10555195;0.2866663;0.33250692;0.124291174;0.050404426;0.12428559;0.35594523;0.32267836;0.12852542;0.036143854;0.114751846;0.23362952;0.43661976;0.1425542;0.05330053;0.14706361;0.286403;0.31442714;0.12228613;0.03978073;0.18389925;0.2585317;1.3278465;1.3694487;0.07423754;1.9252053;1.1274512;1.1698904;0.6733314;1000
0.04713513;0.12361284;0.33439958;0.41813925;0.16481271;0.049987905;0.13179742;0.28178918;0.32594365;0.111576505;0.04831045;0.16577592;0.2602213;0.4195418;0.16802846;0.05553989;0.19292493;0.24556337;0.378132;0.15162852;0.03669059;0.14367229;0.2879473;0.33879465;0.1256579;0.03690747;0.14488523;0.24422666;0.33693433;0.12654988;0.046336886;0.12838927;0.3098822;0.4137249;0.28743294;0.053536907;0.15019009;0.2720677;0.39005768;0.17538677;0.02713657;0.13000022;0.33810103;0.35214385;0.15195847;0.050846893;0.1802739;0.18540464;0.3022047;0.10872954;0.027174704;0.10743937;0.28685117;0.3274773;0.12566312;0.05006717;0.12683955;0.35861552;0.3172978;0.1295361;0.03681567;0.11657233;0.233308;0.43054283;0.14392819;0.054126177;0.15031411;0.28567538;0.31192803;0.12358683;0.03839689;0.18996325;0.26468098;1.3072903;1.3668814;0.070111156;1.83704;1.1117918;1.145541;0.6726567;1000
0.04711917;0.124577984;0.3361495;0.40940055;0.16603488;0.05101581;0.13125797;0.28224024;0.3226634;0.11349441;0.049555603;0.1698867;0.25862986;0.4119468;0.16985169;0.055550285;0.19788839;0.24151137;0.3709313;0.15390517;0.037648596;0.14866291;0.28673336;0.33484563;0.12736501;0.037541483;0.14880797;0.24331892;0.3333274;0.12862892;0.045929693;0.13158359;0.31051648;0.40930077;0.29015446;0.053846773;0.15431698;0.27093968;0.3867401;0.17801636;0.026974957;0.1312565;0.3402598;0.34548903;0.15345116;0.051429108;0.18098159;0.18352456;0.29722694;0.110190384;0.027100764;0.10933662;0.28625298;0.32170135;0.1270583;0.04957256;0.12956059;0.3608837;0.31118906;0.1305285;0.037642263;0.11847702;0.23231035;0.42330012;0.14531176;0.05491822;0.15353747;0.28441176;0.30861044;0.12470867;0.037677787;0.19600475;0.27082577;1.286235;1.3641458;0.06673287;1.7662464;1.100303;1.1185143;0.6717297;1000
0.047143236;0.12531976;0.33752733;0.4001413;0.1671078;0.052205686;0.1310491;0.28184092;0.3187848;0.115350336;0.051023763;0.17373909;0.2566109;0.4035444;0.17155828;0.055936724;0.20257367;0.23712075;0.36298698;0.1561156;0.038680308;0.15348922;0.28488776;0.3302963;0.12899145;0.038288258;0.15253058;0.24194007;0.32895014;0.1306569;0.04564016;0.1349078;0.31003278;0.40532702;0.29294834;0.054187834;0.15823492;0.26914087;0.38298255;0.18066105;0.026915906;0.1323916;0.3416532;0.33856407;0.15487888;0.05201689;0.18120019;0.1811305;0.29170364;0.11155189;0.027099263;0.11103331;0.28491327;0.31568772;0.12839562;0.049427412;0.13212137;0.36302385;0.30468643;0.13135482;0.038757555;0.12020302;0.23065424;0.4153282;0.1466263;0.055800866;0.15638615;0.28279477;0.3047238;0.1254993;0.03712118;0.20177783;0.27689296;1.2657636;1.3614345;0.06368293;1.7110953;1.0915704;1.0897963;0.6706401;1000
0.047170244;0.1258172;0.33837208;0.3908037;0.16797417;0.053422637;0.13072442;0.28043208;0.31454146;0.11719254;0.052500624;0.17733565;0.25393543;0.39512265;0.17302221;0.056508172;0.20697412;0.23227102;0.35452425;0.15815379;0.03970327;0.15810625;0.28238901;0.3255101;0.13047136;0.039087825;0.15598929;0.2399219;0.32420817;0.13255934;0.045310356;0.13863523;0.30853114;0.4022779;0.29569438;0.0544219;0.16199994;0.26661754;0.3790914;0.18317378;0.026998386;0.13334793;0.34214294;0.33151776;0.15620218;0.05264172;0.18103604;0.17821093;0.28588694;0.11287135;0.027230881;0.11249973;0.28269833;0.30954477;0.12961675;0.049587388;0.13457902;0.36487138;0.29819772;0.132145;0.040033564;0.12175942;0.22822866;0.40670538;0.14782019;0.056637626;0.15888774;0.2806374;0.30064982;0.12609866;0.036772773;0.20716138;0.2827683;1.2462432;1.3585047;0.06125978;1.6630061;1.0849147;1.059971;0.6692442;1000
0.04738372;0.12625982;0.33887896;0.38101307;0.1688752;0.054683812;0.1302733;0.27817154;0.3097055;0.11899463;0.053968064;0.18058869;0.250584;0.38658872;0.17450476;0.05709212;0.21098275;0.22710621;0.3456898;0.16016072;0.04073101;0.16251428;0.2792269;0.3204482;0.13192977;0.03995476;0.15921792;0.23760812;0.3189462;0.13438566;0.045067422;0.14315943;0.3060899;0.39997762;0.29832274;0.054612655;0.16566269;0.26353043;0.37468928;0.1855162;0.027198948;0.13423356;0.34184784;0.32425606;0.15757152;0.053478763;0.1805167;0.17490567;0.2797375;0.11415021;0.027498327;0.11386019;0.2797738;0.30323753;0.13091151;0.050033122;0.1370421;0.3668116;0.29157987;0.13291694;0.041395023;0.12320313;0.22513896;0.39743423;0.14904384;0.057465907;0.1610447;0.2781492;0.29641664;0.12652068;0.03675003;0.2121677;0.28843063;1.227465;1.3558075;0.058840506;1.621879;1.0791342;1.0287583;0.6676986;1000
0.04745309;0.12684152;0.33938617;0.3710391;0.16958131;0.055797257;0.12978964;0.27539983;0.3044631;0.12057556;0.05519101;0.18367034;0.24687584;0.37803343;0.1757571;0.057473794;0.2146592;0.22198465;0.33685538;0.16194426;0.0416163;0.16688484;0.27549297;0.31534782;0.13323738;0.040763557;0.16217928;0.23542984;0.3136994;0.13596149;0.04469236;0.14827362;0.30285352;0.3984216;0.3007484;0.054646347;0.16915397;0.2601182;0.3695993;0.18752812;0.027434103;0.13507129;0.34096634;0.3171234;0.15857364;0.0542964;0.17968713;0.17142877;0.27356783;0.11524971;0.027758406;0.11514528;0.2763638;0.29711717;0.13197389;0.050536405;0.13960533;0.3690325;0.28492373;0.13342266;0.0427082;0.12454046;0.22160275;0.3879272;0.14992307;0.05801086;0.16311222;0.27561682;0.29223135;0.12665549;0.036844842;0.21667472;0.2939982;1.2094249;1.3533686;0.056659475;1.5871737;1.0736295;0.99694;0.6659599;1000
0.047410555;0.12734611;0.33999094;0.36111966;0.17003535;0.056714512;0.12918025;0.2723416;0.2990986;0.12183718;0.056161482;0.18631627;0.24291494;0.36979154;0.17674206;0.057606596;0.2178589;0.21706524;0.32786596;0.16344942;0.042316794;0.17101368;0.27127725;0.3106396;0.13429359;0.041460097;0.16477993;0.23384492;0.30941555;0.13725889;0.044250894;0.15362844;0.29901916;0.39787632;0.3030145;0.05448459;0.17247763;0.25656253;0.36469114;0.18916132;0.02766667;0.13568105;0.3396722;0.31114733;0.15937552;0.055026643;0.17846526;0.16787778;0.26798505;0.116142035;0.02804859;0.116205856;0.27275047;0.29203123;0.13286546;0.051124867;0.14206745;0.37152994;0.27855277;0.1337646;0.043950383;0.1256278;0.21779178;0.37883762;0.15061788;0.058374587;0.16482474;0.27325594;0.28830495;0.12654683;0.03700199;0.22036994;0.2995034;1.1924554;1.3510678;0.055123597;1.5607674;1.0677102;0.9656304;0.6640409;1000
0.047287494;0.12763074;0.34074408;0.35244203;0.17018452;0.057431757;0.12837881;0.26929137;0.29511976;0.122651756;0.056881648;0.18841699;0.23885556;0.3627481;0.17738879;0.057486422;0.22042447;0.21252227;0.31962502;0.16462055;0.04288946;0.17471975;0.26667807;0.30732062;0.13499723;0.04200612;0.16691832;0.23298058;0.30600125;0.13816907;0.04376242;0.15884732;0.29479197;0.39872462;0.30492663;0.054125212;0.17536195;0.25309324;0.36112607;0.19021645;0.027932785;0.13601911;0.33806777;0.30690673;0.16001588;0.055522494;0.17696469;0.16435842;0.2638863;0.11669453;0.028320737;0.11698199;0.26905778;0.28853512;0.13352402;0.051713392;0.14441809;0.37413886;0.27467853;0.13383399;0.045068365;0.12640558;0.21384865;0.37087303;0.15107538;0.05849641;0.16605625;0.27112398;0.28541225;0.12610595;0.037203163;0.22322655;0.30492318;1.1771413;1.3494357;0.053951625;1.5429153;1.0609832;0.9374707;0.6620923;1000
0.047112264;0.1275549;0.34156665;0.34486926;0.16996528;0.058030557;0.12719473;0.26659292;0.29236272;0.12310466;0.05744651;0.18958612;0.23483875;0.35664815;0.17762321;0.057342827;0.22188759;0.20899081;0.3121739;0.16538602;0.04333483;0.17786561;0.26173276;0.30535758;0.13539194;0.042482227;0.16834596;0.23275284;0.303107;0.13865313;0.04324565;0.16374841;0.2902043;0.40071827;0.30643323;0.053604536;0.1777679;0.24979968;0.35834846;0.1908468;0.028240893;0.13602972;0.33626947;0.3038316;0.16038962;0.055917583;0.17476337;0.16080612;0.26104847;0.116885126;0.028584126;0.11735754;0.26553646;0.28618306;0.13385661;0.052481547;0.14632882;0.3766637;0.2722568;0.1336253;0.046078105;0.1267537;0.2099971;0.36410087;0.15118477;0.058434848;0.1665973;0.26925957;0.283833;0.1253136;0.037404925;0.22516404;0.31021467;1.1636827;1.3485986;0.052324723;1.5358238;1.0542476;0.9097443;0.659995;1000
0.046680994;0.12733443;0.34229034;0.33831385;0.16939385;0.058295093;0.12586065;0.26428932;0.2904983;0.12313259;0.05761898;0.19024195;0.23135325;0.3515396;0.17745306;0.05682332;0.22254479;0.20675784;0.30584088;0.16576962;0.04350441;0.18058147;0.25667673;0.30462357;0.13535468;0.042704187;0.16920963;0.23288965;0.30068302;0.13866681;0.042517893;0.16827911;0.28554356;0.40402165;0.30738148;0.052691247;0.17977394;0.24690878;0.35602432;0.19095896;0.02850317;0.13578944;0.33425388;0.30160895;0.16044937;0.05600983;0.17217821;0.15748018;0.2595142;0.11664733;0.02879088;0.11742155;0.26222333;0.2847979;0.13379967;0.053167686;0.14783865;0.3788301;0.27137825;0.13300948;0.046829056;0.12677427;0.20683332;0.35836118;0.1508948;0.058019184;0.16669635;0.2676036;0.28370753;0.12413658;0.037531536;0.22616678;0.31524563;1.1517341;1.3489943;0.051601604;1.5352238;1.0516903;0.88586235;0.6582729;1000
0.04609237;0.126888;0.3428101;0.33270296;0.16849114;0.058319625;0.12420402;0.26211756;0.28925705;0.12273099;0.057543445;0.1898735;0.22824545;0.34715542;0.17691863;0.056102827;0.2219765;0.20507692;0.30109307;0.16574626;0.04349805;0.18256445;0.2514751;0.30494532;0.13504286;0.04275364;0.16925777;0.23308179;0.29859018;0.13819455;0.041635897;0.17232096;0.28092682;0.4086292;0.30797654;0.05153569;0.1810602;0.24423963;0.35419357;0.19049026;0.028754314;0.13530102;0.33193174;0.3000629;0.16017208;0.055853188;0.16882999;0.15453304;0.2588552;0.115958355;0.028938843;0.11714555;0.25899142;0.28413635;0.13332419;0.053858057;0.14901294;0.38049337;0.27159473;0.13204175;0.04735736;0.12633608;0.20434766;0.3532878;0.1501525;0.057348426;0.16609713;0.26605785;0.2844484;0.122637376;0.03763499;0.22624615;0.31992108;1.1412315;1.3504648;0.051147245;1.5519207;1.0520701;0.8635141;0.6570822;1000
0.04532028;0.12630858;0.34298196;0.3281007;0.16718678;0.058043055;0.12235322;0.2599183;0.2884806;0.1217976;0.057098046;0.18879423;0.2255539;0.3435398;0.1759738;0.055064764;0.22043487;0.2038551;0.29744193;0.16526507;0.043216087;0.18388888;0.24627995;0.3060173;0.13443768;0.042545646;0.16863942;0.23328523;0.29661384;0.1371825;0.040678147;0.17559348;0.27643594;0.41417846;0.308187;0.05006639;0.18171859;0.24182288;0.35265705;0.18939315;0.028993553;0.13451754;0.32920992;0.29905546;0.15948589;0.055378817;0.16505857;0.1522576;0.25892767;0.11478099;0.028965272;0.11659995;0.25577018;0.28402823;0.13237196;0.054483794;0.14982775;0.38148052;0.27268997;0.13069715;0.04761836;0.12549244;0.20234501;0.3486251;0.14890681;0.056349892;0.16503999;0.26454702;0.28579858;0.12084067;0.03751956;0.22571015;0.32421416;1.1318425;1.3529146;0.051563613;1.5831472;1.053517;0.8418681;0.656197;1000
0.04436403;0.12556385;0.34258515;0.3245676;0.16567868;0.057355694;0.12013536;0.25749144;0.28814754;0.12040744;0.056264907;0.18670084;0.2231026;0.34057236;0.17472376;0.053694814;0.21762478;0.2029338;0.29446948;0.1642858;0.042622857;0.18435268;0.24120404;0.3076121;0.1335447;0.042011462;0.16716948;0.23338395;0.29474342;0.13564123;0.03959436;0.17800216;0.2719929;0.42067334;0.30798867;0.04826822;0.18156146;0.23960672;0.35141143;0.18771991;0.02914698;0.1332595;0.3259169;0.29855582;0.15833838;0.05441938;0.16047558;0.1506697;0.25962594;0.11308271;0.028844401;0.11557698;0.25240943;0.28437892;0.1308982;0.055026382;0.15020657;0.38162652;0.27449152;0.12898545;0.047496013;0.12409272;0.20056523;0.34441775;0.14711617;0.0550308;0.16333508;0.2629503;0.2875402;0.11877681;0.037324436;0.22433066;0.32775134;1.1237464;1.3564553;0.052220516;1.6282656;1.0550697;0.8218934;0.6554188;1000
0.0433286;0.1245803;0.3415216;0.32171178;0.16375604;0.056388266;0.11749223;0.25472504;0.28795946;0.1184721;0.055125922;0.1839958;0.22068799;0.33796406;0.17297956;0.052100703;0.21368368;0.20205411;0.29176977;0.16276333;0.041832145;0.18399146;0.23637103;0.30929232;0.1322241;0.04125043;0.16493091;0.23324567;0.29307315;0.13340417;0.038427994;0.17936894;0.26748076;0.42765856;0.30724868;0.0462356;0.18059866;0.23749988;0.35009578;0.18533583;0.029293522;0.13161089;0.32204413;0.29807016;0.15676887;0.053156644;0.15571344;0.14958437;0.26055756;0.11089047;0.028635915;0.114298694;0.24890313;0.2847421;0.12895109;0.055648617;0.15063854;0.3806542;0.27659616;0.12686677;0.04711161;0.12239234;0.19896053;0.34028533;0.14489476;0.05349363;0.16128676;0.2611764;0.28929767;0.11641641;0.03704585;0.22246577;0.33126014;1.1163687;1.3609589;0.053205527;1.6818131;1.0556146;0.8044568;0.6548508;1000
0.0421918;0.12383844;0.3397462;0.3193523;0.16160232;0.055133004;0.115503974;0.25160363;0.28778982;0.116157;0.05369956;0.18083665;0.21818809;0.33562276;0.17095588;0.050273705;0.20878637;0.20111443;0.28936073;0.1608338;0.04084736;0.18306157;0.23182878;0.31103194;0.13063158;0.040258348;0.16209626;0.23283078;0.29146397;0.13070315;0.037193216;0.17988339;0.2628682;0.4351998;0.30595;0.043990582;0.17906971;0.23542507;0.34854376;0.18238515;0.029359845;0.129969;0.31769362;0.29755017;0.1549125;0.051561363;0.15176871;0.14904891;0.26159534;0.108311206;0.02830253;0.1128145;0.24521436;0.2850305;0.1266389;0.056306988;0.1511483;0.3784918;0.27891856;0.12442622;0.046422914;0.12050856;0.19744828;0.33626488;0.14241076;0.051726677;0.15919138;0.25914422;0.29108053;0.11392468;0.03657231;0.22032006;0.33403808;1.1092932;1.3664894;0.054293595;1.7428374;1.0543413;0.7880879;0.6548087;1000
0.04074231;0.123093136;0.33714032;0.3173847;0.1593458;0.053412385;0.11445578;0.24797915;0.28747544;0.11351453;0.051983837;0.17702582;0.21540609;0.3334025;0.16869201;0.048176028;0.20260274;0.19999915;0.287137;0.1585833;0.039498698;0.18119776;0.22750966;0.31262273;0.1287847;0.038873497;0.15831387;0.23206045;0.28952548;0.1275568;0.03580247;0.17916113;0.2579925;0.4430032;0.30416602;0.041412782;0.17673731;0.23321496;0.34657198;0.17891738;0.029241417;0.12969369;0.3130553;0.29671952;0.15284406;0.049622893;0.1487602;0.14882058;0.2625618;0.10550165;0.02776098;0.11058897;0.24121758;0.28501904;0.12402915;0.056797124;0.15139525;0.37483478;0.2812703;0.12177513;0.0453671;0.11798387;0.19588047;0.33215785;0.13976665;0.049664132;0.15700938;0.25662902;0.29271942;0.11143037;0.03584093;0.21748985;0.3356061;1.1026547;1.3730772;0.055872124;1.8109792;1.0521276;0.7727755;0.65519667;1000
0.039183892;0.12265141;0.33359134;0.31548846;0.15700908;0.05141359;0.113688275;0.24381459;0.28674257;0.11048744;0.05006805;0.17376518;0.21227176;0.33116603;0.16632283;0.04595041;0.1955882;0.19863395;0.28485414;0.1560365;0.037965037;0.17912537;0.22323835;0.31366798;0.12665914;0.03726671;0.15452036;0.23087558;0.28709978;0.124022156;0.034403022;0.17770396;0.25308076;0.4506974;0.3020516;0.03868958;0.17423458;0.23085003;0.34391612;0.17496786;0.029040545;0.12982978;0.30777684;0.29536557;0.15061708;0.047428478;0.1458075;0.14863092;0.26324198;0.10260067;0.02710348;0.10989639;0.23680608;0.28446123;0.12123397;0.057275236;0.15133186;0.36993736;0.2833097;0.11902317;0.04402272;0.116547175;0.19403768;0.32792372;0.13701127;0.047457017;0.15522775;0.25362733;0.29392132;0.109039456;0.03492915;0.21475446;0.33578336;1.0967001;1.3800342;0.057925876;1.8846235;1.0478362;0.7582774;0.65592533;1000
0.037490163;0.12256982;0.3289538;0.31344;0.15458044;0.049135007;0.113183856;0.2389876;0.28525302;0.10715724;0.04799568;0.17173152;0.20876129;0.3287583;0.16383581;0.043540128;0.1880539;0.19700697;0.2825605;0.15341596;0.036234614;0.17707202;0.21885921;0.31397113;0.124385625;0.035452712;0.15217492;0.22918525;0.28401545;0.120220125;0.032997437;0.17551677;0.24812993;0.457945;0.29988924;0.035824656;0.17188224;0.22820495;0.3405831;0.17066889;0.028740559;0.13005006;0.3015819;0.29354146;0.1484787;0.045001402;0.14280333;0.14823505;0.2633985;0.099911936;0.02632472;0.11019411;0.23184672;0.28319973;0.11856513;0.057658102;0.15109918;0.3636527;0.28468668;0.116599135;0.042411894;0.116194114;0.1918363;0.3235337;0.13435763;0.045111552;0.15387377;0.24987888;0.29433554;0.10711029;0.033798993;0.21332663;0.33459368;1.0915323;1.3876743;0.060265116;1.9632745;1.0422229;0.74516475;0.657103;1000
0.03581471;0.12278839;0.32266504;0.31102675;0.15205653;0.046703465;0.112852745;0.23310573;0.2831122;0.10364166;0.04586898;0.17042154;0.20461275;0.32603604;0.1611751;0.04104706;0.18234807;0.1947956;0.27988023;0.15061851;0.03443829;0.1753912;0.21396361;0.31339213;0.122035876;0.03357371;0.15048517;0.22666405;0.2801685;0.1161093;0.031678155;0.17329057;0.24297616;0.4649373;0.29737255;0.03296762;0.17016217;0.22500913;0.33634132;0.16592437;0.028440624;0.13024728;0.2940643;0.29156148;0.14612912;0.042443097;0.1406959;0.14732808;0.26308152;0.09704263;0.025504328;0.11075998;0.22605741;0.2813162;0.11572224;0.058011558;0.15070595;0.3560181;0.28554648;0.11412463;0.040621854;0.11604927;0.18898241;0.3186682;0.13149843;0.04276096;0.15270391;0.24518865;0.29415312;0.10519195;0.032639835;0.21341448;0.33126283;1.0866894;1.395427;0.06278622;2.045664;1.0370837;0.73303384;0.6584901;1000
