delta_0;theta_0;alpha_0;beta_0;gamma_0;delta_1;theta_1;alpha_1;beta_1;gamma_1;delta_2;theta_2;alpha_2;beta_2;gamma_2;delta_3;theta_3;alpha_3;beta_3;gamma_3;delta_4;theta_4;alpha_4;beta_4;gamma_4;delta_5;theta_5;alpha_5;beta_5;gamma_5;delta_6;theta_6;alpha_6;beta_6;gamma_6;delta_7;theta_7;alpha_7;beta_7;gamma_7;delta_8;theta_8;alpha_8;beta_8;gamma_8;delta_9;theta_9;alpha_9;beta_9;gamma_9;delta_10;theta_10;alpha_10;beta_10;gamma_10;delta_11;theta_11;alpha_11;beta_11;gamma_11;delta_12;theta_12;alpha_12;beta_12;gamma_12;delta_13;theta_13;alpha_13;beta_13;gamma_13;delta_14;theta_14;alpha_14;beta_14;gamma_14;delta_15;theta_15;alpha_15;beta_15;gamma_15;ACTION
1826.8802;163.68202;59.080162;30.708488;15.562636;16059.103;4614.6367;1654.8186;1275.9138;481.37747;936.51074;92.28428;33.512444;32.418835;37.89109;11774.032;325.80475;106.51307;91.25842;588.3453;390.27362;2.382095;0.8268334;0.89359736;4.472329;249.5162;15.4958725;13.282503;9.348231;65.12369;1410.1877;49.276093;12.948708;8.86421;82.17714;1270.0631;166.68808;67.38057;40.619682;67.36466;1138.7642;174.26196;59.985966;7.916982;27.16005;3531.2827;381.6951;90.647766;61.818527;77.87941;26.792507;1.1272748;0.78197813;0.42773095;3.3033836;27.651012;12.903676;3.1932724;1.6813669;0.49360335;470.3832;17.626022;6.7058687;3.793028;5.516364;431.49298;16.611628;5.1416745;3.8305018;3.2823017;5912.4087;74.97746;30.38371;19.421833;326.29587;18011.104;85.31632;54.47911;43.207245;454.23477;0
1968.6357;186.90828;66.87261;37.508446;18.838137;20716.824;5967.574;2167.6277;1710.5798;638.11804;1020.9625;108.5992;40.242344;39.25794;44.499146;11106.014;359.60928;123.21555;107.55302;676.8484;366.95117;2.6010315;0.88153416;0.95342976;5.1200757;228.7186;16.102852;13.465328;9.679696;73.94611;1370.1208;49.912178;13.324562;9.229536;92.24202;1291.1835;185.90048;73.523026;44.951954;77.12539;1126.4714;181.23566;60.781548;8.8960705;28.712748;3499.6724;413.13672;96.49201;69.25507;88.267334;25.261723;1.1641582;0.7833731;0.43546167;3.7429223;29.772278;13.462797;3.4621184;1.8378705;0.5595458;436.79166;18.215397;6.8740573;4.207294;6.4218717;412.92078;17.203358;5.693117;4.3370585;3.6447272;5539.9565;78.51965;31.37178;20.692955;363.99048;16628.467;91.205315;59.88891;48.470932;516.8925;0
2130.4854;212.93646;75.59561;45.380215;22.665276;26412.67;7604.2944;2793.4192;2251.7708;832.1826;1117.5807;127.11007;47.984577;47.15311;52.118504;10545.097;394.32138;141.67111;126.10465;778.5359;349.6296;2.9728386;0.9528238;1.0266906;5.8551416;210.57588;16.645597;13.686396;9.965114;84.00317;1336.7415;50.763622;13.819448;9.636323;103.62918;1315.9456;207.31328;80.16514;49.847694;88.33649;1121.8767;188.76788;61.679173;9.984097;30.471546;3477.5537;446.87567;102.75432;77.325066;100.062546;24.101673;1.2107402;0.78414494;0.44526786;4.2425203;32.24895;14.016977;3.7454784;2.014621;0.63237214;407.21783;18.883099;7.0790987;4.663393;7.4641614;397.60867;17.827238;6.295574;4.9025164;4.0520163;5232.7783;82.839195;32.405716;22.126366;406.8056;15414.248;98.83668;66.175;54.436527;588.4685;0
2311.921;241.74034;85.20308;54.379833;27.074469;33263.594;9547.016;3541.8591;2910.8525;1067.5062;1226.2557;147.8289;56.755066;56.13674;60.789177;10091.321;430.16086;163.05374;147.06143;893.6102;337.36517;3.528512;1.0265344;1.0969262;6.680804;195.14075;17.201101;13.777854;10.297013;95.36869;1309.606;51.73836;14.324584;10.119492;116.33877;1342.4039;230.88593;87.53891;55.14404;101.06544;1125.3326;196.7554;62.689327;11.181051;32.427578;3464.8738;482.92615;110.07869;86.29959;113.24425;23.21354;1.2675571;0.78523684;0.45734212;4.8046203;35.10914;14.664621;4.063546;2.202883;0.713966;382.362;19.645832;7.3248525;5.1587563;8.645212;385.04196;18.487041;6.9502177;5.51929;4.502254;4970.7627;88.51746;33.482716;23.694632;454.81778;14360.647;107.82389;73.07972;61.015247;669.21246;0
2512.0708;273.224;95.678925;64.50165;32.078014;41365.11;11808.305;4418.7173;3695.982;1346.9232;1346.7462;170.68105;66.54113;66.19473;70.517784;9760.372;469.21652;185.39752;170.2671;1022.7338;329.8694;4.257164;1.0915952;1.1793352;7.594561;190.04848;17.77027;13.815746;10.67316;108.051605;1286.4028;53.009018;14.85429;10.654124;130.34343;1370.4056;256.47507;95.17634;60.945282;115.35777;1137.494;205.1932;63.75978;12.463005;34.566784;3462.7668;520.86945;117.88208;95.904434;127.749115;22.511387;1.335228;0.78437924;0.47249115;5.428344;38.35678;15.414451;4.405001;2.4073617;0.80276626;363.07004;20.508478;7.590566;5.689556;9.968565;374.62006;19.187588;7.651118;6.184944;4.9934554;4741.441;95.67643;34.566593;25.368933;507.91064;13453.839;118.158646;80.55076;68.145325;759.11;0
2730.0203;307.4848;106.64268;75.61656;37.662148;50779.63;14388.393;5424.7812;4610.6514;1671.6956;1478.6338;195.55933;77.29141;77.2538;81.27522;9554.371;511.27692;210.08087;195.70515;1165.9983;328.13962;5.2207546;1.1603774;1.2702864;8.592325;190.69678;18.378696;13.785453;11.081856;122.024155;1264.9375;54.533943;15.422663;11.242953;145.58295;1400.1876;283.8132;103.24672;67.07936;131.18547;1159.623;214.82767;64.77192;13.858704;36.875507;3470.3972;560.3582;125.57497;106.10665;143.5376;21.951801;1.4149276;0.7823132;0.4888991;6.112615;41.99153;16.197014;4.7602587;2.6228268;0.8985564;350.7697;21.482204;7.8725963;6.251618;11.432114;365.82233;19.915686;8.39637;6.8918295;5.5207872;4537.6787;104.10645;35.661697;27.163769;565.8268;12679.655;129.77286;88.53338;75.79129;857.8556;0
2964.0862;344.16287;118.209656;87.73462;43.785637;61525.043;17272.566;6554.638;5652.3896;2041.0692;1621.1223;222.13928;88.839005;89.23749;92.98662;9463.25;553.3649;235.61537;223.14429;1322.9534;333.13147;6.4802065;1.2819722;1.3833214;9.67001;194.03908;19.035158;13.69943;11.524617;137.21503;1243.6176;56.28656;16.021444;11.883517;161.92996;1430.7389;312.5676;111.596275;73.519325;148.49382;1193.0847;225.11209;66.11488;15.288632;39.343197;3484.738;601.2638;133.61923;116.866356;160.4675;21.519173;1.5050716;0.7795567;0.50649244;6.852254;46.022877;17.097149;5.1456285;2.845096;1.0000764;346.47244;22.581236;8.155646;6.826522;13.030212;358.3243;20.668697;9.175992;7.630435;6.079149;4352.9893;113.59397;36.75134;29.009846;628.13214;12033.53;142.48224;96.88463;83.86938;964.8445;0
3211.2837;382.59128;130.34627;100.57863;50.378822;73564.36;20429.271;7795.7207;6811.8354;2451.9246;1773.0435;249.82654;101.121735;101.914055;105.522125;9473.663;594.49805;262.2525;252.30194;1492.8918;345.03912;8.119126;1.4562092;1.4980116;10.809861;199.07498;19.69608;13.593259;11.976388;153.49422;1221.89;58.289627;16.686584;12.582876;179.18794;1459.9586;342.46063;120.076706;80.19306;167.16283;1236.6714;236.286;67.529785;16.76254;41.902985;3503.3726;642.44403;141.81749;127.91192;178.3299;21.193474;1.6030647;0.7776182;0.52538496;7.6412163;50.4608;18.165403;5.539576;3.0745182;1.1058642;349.82498;23.664867;8.462563;7.417564;14.752307;351.73373;21.446707;9.968961;8.391837;6.6601896;4182.2324;123.93808;37.8443;30.86489;694.1275;11514.526;155.86441;105.516594;92.16751;1079.0624;0
3468.1672;422.4073;142.65225;113.95463;57.34823;86798.45;23807.912;9128.12;8071.887;2898.536;1932.8854;278.18338;113.833496;115.10528;118.69522;9583.554;635.1074;289.30948;282.83475;1674.9155;363.96497;10.202008;1.585205;1.606149;12.006496;205.55751;20.377537;13.462314;12.437554;170.67522;1199.3729;60.59852;17.285;13.334736;197.13199;1485.9645;372.80362;128.50742;86.8498;187.00015;1289.0522;248.86305;68.97827;18.248785;44.49067;3523.3484;683.2993;149.87431;139.0818;196.831;20.946754;1.7078487;0.77340937;0.54578274;8.469755;55.31804;19.37417;5.93814;3.3085954;1.2144403;359.63452;24.524178;8.751565;8.015605;16.56958;345.66898;22.263075;10.798016;9.155337;7.255856;4024.5276;135.00847;38.99161;32.730625;762.86975;11109.977;169.9418;114.65049;100.65817;1198.968;0
3730.893;463.2289;154.94983;127.549576;64.567184;101057.8;27339.896;10524.263;9407.592;3372.461;2098.6829;306.6482;126.70302;128.47853;132.26668;9851.496;675.3133;316.12073;314.3478;1868.0084;390.17883;12.815497;1.7743727;1.7231189;13.238612;213.5261;21.10998;13.31779;12.905552;188.50993;1175.7767;63.047867;17.916388;14.088859;215.45876;1507.3192;403.15726;136.73737;93.44157;207.74844;1351.5774;263.5189;70.47129;19.718147;47.062096;3541.065;723.3557;157.63078;150.14433;215.6281;20.75216;1.8282694;0.7699562;0.56621397;9.325192;60.60822;20.712772;6.3478923;3.5397892;1.3238486;374.4924;25.395529;9.041434;8.595223;18.45949;339.81723;23.143574;11.611065;9.909287;7.8564105;3879.688;146.7801;40.179226;34.533962;833.2467;10798.119;186.69942;123.68593;108.85997;1322.7604;0
3994.9502;504.58026;166.9945;141.04587;71.88278;116100.94;30939.37;11949.436;10786.482;3862.6572;2267.958;334.45587;139.39238;141.70848;145.95625;10296.313;716.0477;341.9753;346.44574;2071.0957;424.13718;16.13726;2.021158;1.8494594;14.476576;222.93002;21.864567;13.21015;13.341777;206.69403;1151.0627;65.616234;18.64648;14.815483;233.81122;1522.2971;433.237;144.49588;99.753784;229.07632;1423.9592;280.72437;71.94802;21.105799;49.54134;3552.4138;763.16925;165.06032;160.74667;234.31813;20.587929;1.9671767;0.76791704;0.5873394;10.192153;66.32345;22.228806;6.7511587;3.7638988;1.4316666;393.3974;26.411894;9.310696;9.144126;20.386755;333.99002;24.044937;12.3777;10.620268;8.448019;3747.3835;159.09395;41.46032;36.217785;903.8957;10563.619;205.62054;132.40431;116.84706;1448.1715;0
4255.416;545.7356;178.36165;154.03482;79.11384;131617.17;34506.14;13362.842;12169.523;4355.7686;2437.836;360.75598;151.605;154.41936;159.43573;10896.46;758.3509;366.09418;378.8522;2283.1887;466.6301;20.344606;2.2971299;1.977046;15.700894;233.68819;22.608683;13.117065;13.782538;224.86812;1125.4419;68.33652;19.212635;15.639617;251.79303;1529.1544;462.34894;151.65723;105.60733;250.58888;1505.4688;301.04596;73.61565;22.38845;51.829807;3554.9976;801.3661;172.10606;170.43907;252.39467;20.434952;2.1189291;0.7643398;0.60752565;11.053808;72.44972;23.932611;7.145984;3.974327;1.5353376;415.72562;27.486742;9.571576;9.652535;22.31542;328.15134;24.933338;13.110287;11.284226;9.017754;3628.7097;171.8928;42.69039;37.759155;973.2745;10405.301;225.40196;141.13293;124.290146;1572.7334;0
4506.983;585.91693;188.77483;166.1173;86.06247;147234.0;37928.723;14719.3125;13512.56;4836.611;2605.1335;384.77948;162.90466;166.20027;172.3437;11651.499;802.60767;387.82065;411.28027;2503.5525;518.7741;25.60022;2.6318114;2.1114206;16.875168;245.6882;23.388689;13.09174;14.176219;242.62718;1099.7578;71.24907;19.820917;16.476427;268.9607;1527.1862;489.839;158.0022;110.86305;271.8362;1596.1353;325.2482;75.22338;23.543188;53.871094;3545.2332;839.3343;178.15704;179.30647;269.4626;20.276066;2.2838266;0.76102775;0.62707245;11.890712;78.98275;25.829517;7.527803;4.170493;1.6322328;441.29242;28.542238;9.80052;10.101816;24.203205;322.2472;25.821348;13.779672;11.875461;9.550464;3526.9443;185.17168;44.01535;39.06351;1039.6696;10346.359;246.21773;149.20564;130.94322;1693.6222;0
4744.078;624.8798;197.93665;176.86772;92.52091;162527.6;41089.285;15971.7295;14768.441;5288.825;2766.447;405.7364;172.90944;176.6456;184.30692;12566.502;848.52985;406.42108;443.23883;2732.8694;581.9173;32.09416;3.044714;2.250167;17.970348;259.02606;24.308008;13.139369;14.55326;259.53354;1075.5974;74.36471;20.442865;17.304167;284.8667;1515.6659;515.25433;163.25708;115.305305;292.33157;1696.4718;353.80698;76.99425;24.487904;55.583454;3520.2837;877.1387;183.33913;186.81294;285.02383;20.098122;2.4623492;0.7582209;0.6455088;12.68195;85.90387;27.920012;7.8940487;4.3453717;1.7196494;470.21338;29.620304;10.011105;10.471684;25.999863;316.24048;26.697693;14.363973;12.374501;10.030992;3446.9214;198.70695;45.22708;40.145985;1101.3616;10381.567;268.5007;156.52625;136.64246;1807.7075;0
4961.131;666.5696;205.59775;185.89207;98.284325;177038.34;43871.566;17072.387;15889.456;5695.7607;2918.1514;422.80484;181.25139;185.36292;194.9473;13649.596;895.515;421.4021;474.9144;2971.1506;657.63617;40.049877;3.528009;2.3963215;18.95763;273.86023;25.37627;13.2776375;14.870937;275.13974;1055.5508;77.71358;21.083118;18.135618;299.06198;1494.0027;538.10516;167.22043;118.77819;311.57776;1806.8008;386.958;78.75882;25.218313;56.91298;3478.9204;914.1695;187.57263;192.7328;298.5741;19.901045;2.6556692;0.7580086;0.6624974;13.406596;93.18406;30.225805;8.23513;4.498915;1.7950453;502.3146;30.809172;10.197829;10.746884;27.657963;310.19427;27.55987;14.825176;12.767169;10.443443;3392.648;212.27605;46.45852;40.91495;1156.6042;10498.358;292.1747;163.08449;141.07689;1911.8066;0
5152.8174;707.58905;211.44388;192.82338;103.15161;190294.1;46164.75;17976.678;16829.814;6041.314;3056.524;435.24185;187.59453;191.9928;203.9055;14911.687;945.2564;431.5069;505.88043;3216.4675;747.74835;49.690834;4.0895505;2.5436516;19.80619;290.5362;26.5263;13.490322;15.139757;288.9951;1042.559;81.4165;21.738789;18.949282;311.11322;1461.241;558.2088;169.86365;121.17915;329.0654;1926.7341;425.06516;80.52869;25.691013;57.808403;3420.3179;951.0878;190.76692;196.85242;309.65817;19.684486;2.8647163;0.7578517;0.6776044;14.044293;100.77378;32.751934;8.563723;4.6212554;1.8569052;537.16626;32.168484;10.32241;10.923933;29.128824;303.85947;28.332182;15.19719;13.027182;10.7780485;3367.1643;225.6703;47.610806;41.352425;1203.7219;10684.389;317.02032;168.90883;144.17935;2002.8507;0
5314.2354;746.8238;215.25613;197.3684;106.944115;201833.22;47870.574;18644.645;17548.807;6310.872;3177.7917;442.49173;191.67685;196.2291;210.86082;16363.843;998.20905;437.02402;535.37836;3467.4873;854.149;61.23902;4.743243;2.6959233;20.489573;309.16254;27.77068;13.828702;15.343625;300.67178;1038.0072;85.489845;22.61773;19.734592;320.6422;1417.1447;575.05164;171.01532;122.30991;344.28323;2055.9128;468.6796;82.28534;25.87298;58.223957;3344.2327;988.35675;193.1959;198.89012;317.8843;19.457708;3.0911827;0.7575694;0.69017255;14.575821;108.647484;35.49766;8.86638;4.71788;1.9025067;574.34076;33.68032;10.42449;10.988769;30.365072;296.8663;28.963776;15.4352255;13.156667;11.019156;3371.8694;238.74387;48.71579;41.430206;1241.1615;10926.607;342.50726;173.1178;145.65926;2078.0183;0
5441.18;784.30786;217.07245;199.28105;109.51382;211228.5;48909.227;19045.61;18012.672;6492.2393;3278.534;444.18527;193.24258;197.84886;215.53435;18014.062;1053.858;437.66016;563.0754;3722.7239;978.7509;74.89358;5.4981837;2.852213;20.986313;329.70065;29.128935;14.296201;15.486528;309.7779;1041.0798;90.15273;23.426062;20.511322;327.2785;1362.6498;588.4856;170.65215;122.16679;356.75696;2193.4854;517.90985;84.0968;25.776096;58.144154;3251.8394;1026.7529;194.8718;198.91449;322.93076;19.26793;3.3346446;0.75658184;0.7001572;14.983463;116.78594;38.46488;9.137756;4.788315;1.9299783;613.3247;35.280033;10.446643;10.913568;31.33057;289.15518;29.549263;15.525112;13.130465;11.158336;3407.4111;251.38068;49.78612;41.133266;1267.5623;11214.875;370.19843;176.60098;145.61519;2134.76;0
5529.841;824.4649;216.48218;198.43513;110.74967;218108.4;49226.95;19157.729;18197.76;6576.5024;3355.763;440.102;192.2039;196.71465;217.72589;19867.426;1112.0883;433.26846;588.6766;3980.3843;1125.9338;90.825294;6.353867;3.0126219;21.277037;352.50305;30.586163;14.857431;15.5615015;315.98157;1050.9974;95.9068;24.390003;21.211609;330.7886;1298.4943;598.53815;168.77225;120.701195;366.07913;2337.7148;573.6235;85.87249;25.380486;57.565655;3147.4526;1067.7494;196.7251;196.62152;324.5282;19.19417;3.5925395;0.7579691;0.70690167;15.252424;125.116905;41.640366;9.408552;4.8209143;1.9394577;653.5208;36.946514;10.415662;10.738356;31.982683;280.70166;30.061277;15.475341;12.9558325;11.188954;3473.464;263.5069;50.814182;40.454754;1281.8301;11541.18;400.2115;178.54802;143.70772;2170.9292;0
5577.609;866.03204;213.76593;194.80786;110.59304;222182.55;48799.195;18970.38;18091.264;6558.5405;3406.9746;430.18582;188.5407;192.83588;217.30008;21924.467;1172.8417;424.24564;612.16064;4238.661;1295.9912;109.17875;7.307337;3.1843019;21.343323;377.7555;32.132465;15.532499;15.567707;319.02814;1066.3475;102.69066;25.474665;21.875826;330.9752;1226.2285;605.2516;165.45004;117.97147;371.9108;2486.5127;635.97473;87.64322;24.695747;56.498493;3039.2366;1109.8452;198.10068;192.41171;322.4725;19.218164;3.8615973;0.7593033;0.71045876;15.369768;133.51794;45.03343;9.637898;4.842186;1.9354535;694.2437;38.734238;10.35536;10.442442;32.303547;271.41724;30.455034;15.284897;12.633732;11.108018;3568.0354;275.0629;51.73359;39.408207;1283.1537;11897.679;431.61157;179.63791;140.36263;2184.992;0
5583.0674;906.98975;208.85483;188.48865;109.02841;223259.86;47628.344;18486.447;17693.705;6437.413;3430.218;414.6151;182.32559;186.2356;214.22346;24180.066;1235.4207;410.83356;633.2452;4497.574;1490.0818;130.02022;8.367844;3.34977;21.177662;405.12054;33.75691;16.34387;15.503029;318.76245;1086.1824;110.254234;26.646324;22.477928;327.74457;1147.982;608.6702;160.80125;114.048294;374.02664;2637.6326;704.56244;89.42801;23.740948;54.983437;2925.9316;1151.7605;199.01675;185.95389;316.96777;19.284899;4.1402664;0.7606411;0.7104938;15.329563;141.87166;48.601982;9.848145;4.8358817;1.9140062;734.6263;40.623013;10.243566;10.030972;32.27548;261.39145;30.734774;14.967602;12.17579;10.917105;3688.5798;285.65546;52.5876;38.037483;1271.1309;12277.037;464.24323;179.48341;135.46161;2175.9812;0
5546.838;946.0824;201.93954;179.6788;106.09583;221263.17;45748.27;17721.922;17017.457;6216.6704;3424.23;394.04352;173.74146;177.16403;208.56027;26622.732;1299.6332;394.8526;652.163;4768.321;1709.0919;153.3226;9.532214;3.5277703;20.788082;433.89676;35.450527;17.242798;15.368378;315.147;1109.591;118.36334;27.95309;23.02586;321.10257;1068.2488;610.16693;154.83734;109.11071;372.3093;2788.6375;779.1206;91.255615;22.559214;53.087925;2807.2356;1197.2972;199.4036;178.02345;307.95383;19.357077;4.4264817;0.7606366;0.7076147;15.129289;150.05206;52.304314;10.026689;4.820386;1.8749473;773.723;42.589615;10.084512;9.520717;31.896587;250.8607;30.896946;14.536541;11.591518;10.6214905;3831.6296;295.21176;53.27914;36.36282;1245.8163;12674.822;497.9602;178.1048;129.18497;2143.8752;0
5470.1245;982.6792;193.28911;168.62973;101.90669;216235.27;43225.37;16703.777;16087.771;5904.2793;3388.504;369.3846;163.16672;165.8322;200.45631;29233.48;1365.282;375.3967;668.5468;5039.973;1953.3612;178.94682;10.782591;3.7013881;20.18156;463.4424;37.18834;18.184166;15.17139;308.2259;1135.7163;126.94072;29.483631;23.477648;311.16776;999.49384;609.4821;148.44963;103.277565;366.7839;2937.5383;858.95917;93.04658;21.157259;50.91214;2689.4407;1247.0933;199.66689;168.34929;295.72736;19.407106;4.718612;0.7581741;0.7010595;14.770821;157.91722;56.08386;10.167273;4.791963;1.8221596;810.52014;44.63227;9.882856;8.919187;31.176966;240.08337;30.965622;14.002523;10.903904;10.229327;3992.6057;303.52036;53.72704;34.481148;1207.6477;13088.203;532.47107;175.17105;121.69993;2089.4456;0
5355.106;1016.30914;183.10455;155.79105;96.58693;208340.44;40153.28;15470.339;14941.107;5512.079;3323.955;341.44968;150.88278;152.72316;190.15933;31984.135;1431.2722;353.93335;682.1963;5307.1353;2222.4597;206.62943;12.114328;3.8880959;19.369366;493.08057;39.000614;19.147532;14.952178;298.18277;1164.0957;136.09988;31.116688;23.853464;298.19388;952.34973;606.4376;141.81163;96.81769;357.58038;3081.7637;943.36084;94.781784;19.615602;48.498165;2586.2834;1299.0481;200.32632;157.12236;280.63232;19.417543;5.0106936;0.7561369;0.6908903;14.263916;165.31857;59.88247;10.249169;4.748636;1.7571771;843.99774;46.744118;9.629533;8.260715;30.141996;229.25691;31.1409;13.395227;10.135441;9.756986;4166.6016;310.428;53.96708;32.359364;1157.5884;13514.74;566.3518;171.29234;113.06469;2014.3823;0
5207.436;1046.7122;171.61554;141.70428;90.34116;197861.47;36647.34;14069.107;13622.782;5055.3335;3232.2332;311.1422;137.36253;138.23103;178.00043;34837.543;1495.4241;333.9537;693.5875;5566.3213;2514.9204;236.00415;13.516454;4.063057;18.378716;522.1822;40.863647;20.10088;14.674887;285.31238;1194.7996;145.51263;32.837654;24.147509;282.50418;919.1646;601.1065;134.91176;89.923546;344.98245;3218.117;1031.2385;96.487335;18.031824;45.931046;2503.2078;1357.1702;201.40636;145.48697;263.36554;19.393057;5.2949495;0.75273114;0.6783884;13.621675;172.12567;63.62315;10.313012;4.6962914;1.6793652;873.1543;48.89275;9.34181;7.537089;28.823769;218.62926;31.308437;12.736158;9.313719;9.21431;4348.677;315.90115;53.9177;30.228563;1096.9531;13949.5;599.14764;167.57828;104.36208;1920.5974;0
5030.5894;1075.263;159.66031;126.49457;83.406784;185182.97;32840.074;12553.932;12184.86;4551.7524;3115.4639;279.5954;123.09802;122.88027;164.37999;37747.91;1556.4047;315.8016;702.21423;5813.9097;2828.2195;266.6027;14.954612;4.244145;17.247675;550.132;42.773827;20.98338;14.360803;269.9784;1227.4419;155.14896;34.689373;24.352928;264.56262;894.43036;593.7215;127.66278;82.82831;329.3274;3342.9312;1121.7333;98.08433;16.432941;43.234993;2445.1018;1421.0256;200.67747;133.20627;244.22804;19.328035;5.569456;0.7490242;0.6634652;12.862826;178.19449;67.17452;10.327956;4.6285725;1.5968907;897.0702;51.065197;8.989442;6.8283887;27.251465;208.48402;31.407312;12.047831;8.470873;8.622543;4533.7036;319.662;53.473675;28.041456;1027.5544;14384.288;631.9991;160.73155;95.02555;1810.3684;0
4828.5767;1100.1166;147.08359;111.311264;75.98101;170772.97;28872.104;10982.26;10683.169;4020.736;2976.8938;247.85512;108.61248;107.19724;149.74986;40661.69;1613.4702;297.8573;708.13074;6045.6763;3158.7915;297.80698;16.401915;4.4127245;16.01616;576.32275;44.77214;21.75597;14.011939;252.65211;1261.4604;164.89734;36.63174;24.47526;244.90135;875.8661;584.4326;120.40713;75.89578;311.12982;3454.363;1213.1868;99.68294;14.860022;40.45561;2415.0728;1486.8293;202.60408;122.1469;223.73627;19.21435;5.828128;0.74613184;0.64694804;12.009932;183.32797;70.467255;10.298765;4.545619;1.510456;914.90015;53.26843;8.636809;6.1231155;25.479542;199.3029;31.406897;11.348522;7.6336083;8.002452;4716.2153;322.06808;52.815598;25.839233;951.42444;14811.653;662.6238;153.98433;85.830734;1687.8766;0
4610.6504;1120.4987;134.92537;96.16276;68.34382;155157.92;24888.016;9410.57;9174.741;3482.1033;2820.1504;216.99878;94.36775;91.73468;134.596;43516.46;1665.2042;280.6346;711.3716;6256.9688;3501.9631;328.86838;17.844082;4.5712695;14.7169;600.0587;46.811146;22.446438;13.626422;233.84955;1296.3242;174.28859;38.89999;24.482573;224.137;862.0786;573.4338;113.53653;69.15771;290.9647;3549.6938;1304.05;101.22383;13.365303;37.81182;2415.6194;1553.996;204.86185;111.63389;202.84875;19.044706;6.0615797;0.74159694;0.6279654;11.089198;187.3719;73.411255;10.243444;4.4507856;1.4234;925.8776;55.4839;8.216816;5.4560194;23.567331;191.76242;31.316755;10.661099;6.826931;7.3744464;4890.292;323.28555;51.85733;23.716341;870.7822;15231.548;690.97003;147.10942;76.72476;1556.9547;0
4387.0015;1136.7902;122.923035;81.64227;60.76135;138895.2;21024.434;7894.3257;7713.4536;2955.0186;2649.7715;187.89449;80.83162;76.90639;119.391495;46240.914;1709.6808;264.0369;712.0589;6442.999;3851.8218;358.9671;19.230526;4.7132115;13.396722;620.64276;48.79481;23.01575;13.226856;214.14204;1330.9071;183.02852;40.76114;24.467983;202.90596;852.1944;560.86383;107.03043;62.846947;269.4238;3625.7656;1392.5765;102.67033;11.99774;35.272625;2449.356;1623.726;210.43637;101.90775;182.06444;18.809732;6.262725;0.73815614;0.60876584;10.129135;190.22258;75.91388;10.150045;4.3447905;1.3376981;929.41504;57.63952;7.782175;4.8250484;21.593473;186.50255;31.119663;10.009176;6.049716;6.7561216;5049.8804;323.22537;50.648994;21.731823;788.0824;15648.523;716.85236;139.44023;68.17362;1421.3408;0
4165.682;1149.4717;111.4161;68.65107;53.41793;122540.625;17405.32;6482.489;6347.9727;2457.1477;2469.963;161.40738;68.52111;63.273254;104.58195;48756.977;1745.9196;248.58795;710.21906;6598.1113;4201.1997;387.2132;20.528942;4.834689;12.090718;637.3135;50.753555;23.44738;12.800185;194.03406;1363.3613;191.24393;42.77331;24.181602;181.80698;845.74225;546.8992;101.02005;57.051186;247.13664;3679.605;1477.0051;103.92755;10.79848;32.88275;2519.773;1696.0408;217.47348;93.4063;161.9924;18.493849;6.4313154;0.73583335;0.5879848;9.157717;191.82259;77.881874;10.013028;4.2268395;1.2534227;925.16486;59.71073;7.3224077;4.2643995;19.61697;184.02237;30.85386;9.381035;5.364524;6.1663504;5188.2773;322.41418;49.028564;19.913012;705.53644;16067.21;739.4891;131.5956;60.383724;1285.0776;0
3948.3271;1158.5481;100.080025;56.89944;46.556496;106616.17;14134.26;5215.21;5118.5635;2003.4359;2283.7673;138.13995;57.592773;51.01732;90.59435;50982.72;1773.7661;233.11942;704.05634;6716.7817;4541.8374;412.71796;21.698875;4.927126;10.8351345;649.4918;52.55599;23.703571;12.357352;174.03294;1390.9342;199.41772;45.15887;23.971113;161.33052;842.41895;531.7174;95.53611;51.777317;224.67014;3708.6565;1555.5006;104.97599;9.703988;30.708954;2629.8325;1770.3145;225.56487;85.92557;143.11699;18.085014;6.571843;0.728789;0.5671518;8.198585;192.15683;79.23762;9.832722;4.0989137;1.1730846;913.0373;61.688793;6.8471823;3.7432678;17.680246;184.38393;30.647657;8.799192;4.721509;5.628915;5297.5503;321.33682;46.912064;18.203115;625.5315;16490.305;759.16406;122.92282;53.309814;1151.8441;0
3733.8953;1162.3618;89.82607;46.930885;40.396923;91577.625;11284.98;4122.829;4055.823;1605.5571;2095.1392;117.20251;48.16117;40.706367;77.79191;52838.19;1790.7266;217.99039;695.45184;6793.7017;4864.627;434.57156;22.707506;4.9870977;9.675292;656.6753;54.753357;23.760044;11.892515;154.90855;1411.2092;208.30023;47.029778;23.511776;141.90285;842.4242;515.3203;90.63341;47.214375;202.64975;3710.9758;1625.4526;105.935905;8.833982;28.762276;2782.5347;1845.064;234.58856;79.272934;125.7916;17.595133;6.680497;0.72462195;0.54399097;7.2755156;191.26163;79.91984;9.606387;3.9616604;1.0968336;893.1781;63.492413;6.36541;3.288148;15.825173;187.22182;30.375315;8.248164;4.1698513;5.1239285;5370.213;319.11536;45.468662;16.514853;550.1231;16917.488;773.38776;115.466255;47.1865;1023.9069;0
